location_slug,location_name,publish,rank,venue_name,venue_url,venue_note,venue_image,venue_image_url,source_note
launceston,Launceston,1,3,Boconnoc,https://boconnoc.com/weddings-cornwall/,A private estate venue within wider East Cornwall.,assets/img/locations/venues/boconnoc.webp,https://boconnoc.com/wp-content/uploads/2023/07/Boconnoc-14-59-35-1L1A3458-DT.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
liskeard,Liskeard,1,1,Boconnoc,https://boconnoc.com/weddings-cornwall/,A private estate venue close to Liskeard and Lostwithiel.,assets/img/locations/venues/boconnoc.webp,https://boconnoc.com/wp-content/uploads/2023/07/Boconnoc-14-59-35-1L1A3458-DT.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
liskeard,Liskeard,1,2,The Green Cornwall,https://www.thegreencornwall.co.uk/weddings/,A countryside venue near Liskeard.,assets/img/locations/venues/the-green-cornwall.webp,https://thegreencornwall.co.uk/wp-content/uploads/2024/09/july-wedding237-300x200.jpeg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
liskeard,Liskeard,1,3,Blackwater Farm,https://www.blackwaterfarmcornwall.co.uk/weddings/packages,A coastal South East Cornwall venue from the homepage list.,assets/img/locations/venues/blackwater-farm.webp,https://cdn.prod.website-files.com/5fa304049cb9441b082999a2/64be307a2f524e87588b3aa3_Lily%20%26%20Elliott%20-%20Sunflowers%20%26%20Donkeys%20Bright%20kb.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
taunton,Taunton,1,1,Hestercombe Gardens,https://www.hestercombe.com/wedding-venue-somerset,A garden and country-house venue near Taunton.,assets/img/locations/venues/taunton-hestercombe-gardens.webp,https://hestercombe.b-cdn.net/uploads/images/Weddings/_1080xAUTO_fit_center-center_none/Wedding%20Event%2001%20-%2010.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
taunton,Taunton,1,2,Crowcombe Court,https://www.crowcombecourt.co.uk/weddings/,A Quantock Hills country-house venue close to Taunton.,assets/img/locations/venues/crowcombe-court.webp,https://www.crowcombecourt.co.uk/wp-content/uploads/2019/09/Crowcombe_Court.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
taunton,Taunton,1,3,Quantock Lakes,https://www.quantocklakes.com/wedding-venue-in-somerset-at-quantock-lakes,A barn and lakeside venue near Bridgwater and Taunton.,assets/img/locations/venues/taunton-quantock-lakes.webp,https://images.squarespace-cdn.com/content/v1/567877cc1115e07a071b1d22/1717505371286-386LP00KEMIFD5H952CJ/Hannah+and+Tom-5095.jpg?format=750w,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
yeovil,Yeovil,1,1,Brympton House,https://www.brymptonhouse.co.uk/weddings/,A country-house venue close to Yeovil and from the homepage list.,assets/img/locations/venues/somerset-brympton-house.webp,not found,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
yeovil,Yeovil,1,2,Haselbury Mill,https://www.haselburymill.co.uk/weddings/,A mill venue near Crewkerne and Yeovil.,assets/img/locations/venues/haselbury-mill.webp,https://images.squarespace-cdn.com/content/v1/6821074c91862156ef8ab3de/d97bc8f6-29dd-4085-9574-58b40fe134c8/haselbury-mill-wedding-venue-victoria-welton-photography-042.jpg?format=2500w,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
yeovil,Yeovil,1,3,The Grange at Oborne,https://thegrange.co.uk/weddings/,A country-house hotel close to Sherborne and Yeovil.,assets/img/locations/venues/yeovil-the-grange-at-oborne.webp,https://i0.wp.com/thegrange.co.uk/wp-content/uploads/2024/09/Noemie-and-Sophie-3.jpg?resize=341%2C192&ssl=1,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
weston-super-mare,Weston-super-Mare,1,1,Batch Country House,https://www.batchcountryhouse.co.uk/weddings/,A country-house venue near Weston-super-Mare.,assets/img/locations/venues/batch-country-house.webp,https://static.wixstatic.com/media/88aac0_e50663d8ad214060abb2dfbf9e8a3635~mv2.png,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
weston-super-mare,Weston-super-Mare,1,2,Clevedon Hall,https://www.clevedonhall.co.uk/weddings/,A North Somerset mansion venue within reach of Weston-super-Mare.,assets/img/locations/venues/clevedon-hall.webp,https://cdn.prod.website-files.com/66c5b26727a6ff186a3e29e4/67b7761cbe749d8b8fe0f801_493%20(1).webp,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
weston-super-mare,Weston-super-Mare,1,3,Webbington Hotel and Spa,https://www.webbingtonhotelandspa.co.uk/weddings/,A hotel venue near Axbridge and Weston-super-Mare.,assets/img/locations/venues/webbington-hotel-and-spa.webp,https://www.webbingtonhotelandspa.co.uk/wp-content/uploads/2025/04/Webbington-Wedding-Photographer-GMF51-scaled.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bridgwater,Bridgwater,1,1,Quantock Lakes,https://www.quantocklakes.com/weddings/,A lakeside barn venue close to Bridgwater.,assets/img/locations/venues/taunton-quantock-lakes.webp,not found,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bridgwater,Bridgwater,1,2,Maunsel House,https://maunselhouse.weebly.com/weddings.html,A country-house venue near Bridgwater and Taunton.,assets/img/locations/venues/bridgwater-maunsel-house.webp,https://maunselhouse.weebly.com/uploads/1/4/5/0/14505174/header_images/1352113285.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bridgwater,Bridgwater,1,3,Crowcombe Court,https://www.crowcombecourt.co.uk/weddings/,A Quantock Hills venue within reach of Bridgwater.,assets/img/locations/venues/crowcombe-court.webp,https://www.crowcombecourt.co.uk/wp-content/uploads/2019/09/Crowcombe_Court.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bournemouth,Bournemouth,1,1,Highcliffe Castle,https://www.highcliffecastle.co.uk/weddingshcc,A clifftop castle venue close to Bournemouth and Christchurch.,assets/img/locations/venues/highcliffe-castle.webp,https://www.highcliffecastle.co.uk/image-library/pic1.x3d389611.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bournemouth,Bournemouth,1,2,The Green House Hotel,https://www.thegreenhousehotel.co.uk/weddings/,A boutique Bournemouth hotel venue.,assets/img/locations/venues/the-green-house-hotel.webp,https://thegreenhousehotel.co.uk/wp-content/uploads/2024/03/Plain-Chiavari-Chairs-scaled.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bournemouth,Bournemouth,1,3,Hotel Miramar,https://www.miramar-bournemouth.com/weddings/,A Bournemouth hotel venue with sea views.,assets/img/locations/venues/hotel-miramar.webp,https://media.guestnet.co.uk/media/miramar-bournemouth/storage/uploads/variants/39/3pid7rv3nx.webp,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
poole,Poole,1,1,The Italian Villa,https://www.theitalianvilla.co.uk/wedding-venue-dorset,A Poole venue set within Compton Acres gardens.,assets/img/locations/venues/dorset-the-italian-villa.webp,not found,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
poole,Poole,1,2,Hotel du Vin Poole,https://www.hotelduvin.com/locations/poole/weddings/,A characterful Poole hotel venue.,assets/img/locations/venues/hotel-du-vin-poole.webp,https://www.hotelduvin.com/media/0psfxcmc/hdv-poole-weddings-2.jpg?width=1440&height=720&format=webp&v=1da319bfa903e60,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
poole,Poole,1,3,Harbour Heights Hotel,https://www.fjbhotels.co.uk/harbour-heights-hotel/,A Poole Harbour hotel venue with views.,assets/img/locations/venues/poole-harbour-heights-hotel.webp,https://www.fjbhotels.co.uk/media/images/harbour-heights/home/restaurant_img_2_v2.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
dorchester,Dorchester,1,1,Kingston Maurward,https://www.coastland.ac.uk/public-facilities/kingston-maurward-campus/weddings/,A Dorchester country-estate venue.,assets/img/locations/venues/kingston-maurward.webp,https://www.coastland.ac.uk/app/uploads/2025/12/483ca983a271389e149a71b768ee5fe1bc424967.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
dorchester,Dorchester,1,2,Minterne House,https://minterne.co.uk/,A historic house and garden venue near Dorchester.,assets/img/locations/venues/dorchester-minterne-house.webp,https://minterne.co.uk/wp-content/uploads/2021/07/Plinth-2.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
dorchester,Dorchester,1,3,Mapperton House,https://mapperton.com/weddings/,A Dorset country-house venue from the homepage list.,assets/img/locations/venues/mapperton-house.webp,https://mapperton.com/wp-content/uploads/2022/03/the-gardens-mapperton-dorset-wedding-venue-photo-by-paul-underhill-photography.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
weymouth,Weymouth,1,1,Pennsylvania Castle,https://www.thepennestate.co.uk/weddings/,"A castle venue on Portland, close to Weymouth.",assets/img/locations/venues/weymouth-pennsylvania-castle.webp,https://www.thepennestate.co.uk/wp-content/uploads/2023/05/venue-settings.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
weymouth,Weymouth,1,2,Nothe Fort,https://nothefort.org.uk/venue-hire/weddings/,A distinctive Weymouth fort venue.,assets/img/locations/venues/nothe-fort.webp,https://nothefort.org.uk/wp-content/uploads/2026/02/3-scaled.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
weymouth,Weymouth,1,3,Moonfleet Manor,https://luxuryfamilyhotels.co.uk/locations/moonfleet-manor/weddings/,A coastal hotel venue near Weymouth.,assets/img/locations/venues/moonfleet-manor.webp,https://luxuryfamilyhotels.co.uk/wp-content/uploads/2024/04/Moonfleet-Manor-Summer-Dining.jpg?&,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bridport,Bridport,1,1,Marshwood Manor,https://www.marshwoodmanor.co.uk/exclusive-use,A countryside estate venue close to Bridport.,assets/img/locations/venues/marshwood-manor.webp,"https://static.wixstatic.com/media/1cfc4e_2bf128e193eb4c778f6031df35a11f0f~mv2.jpg/v1/fill/w_600,h_600,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20220126-WA0007.jpg","Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bridport,Bridport,1,2,Mapperton House,https://mapperton.com/weddings/,A country-house venue near Bridport.,assets/img/locations/venues/mapperton-house.webp,https://mapperton.com/wp-content/uploads/2022/03/the-gardens-mapperton-dorset-wedding-venue-photo-by-paul-underhill-photography.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
bridport,Bridport,1,3,The Tithe Barn Symondsbury,https://symondsburyestate.co.uk/weddings/,A barn wedding space on the Symondsbury Estate near Bridport.,assets/img/locations/venues/the-tithe-barn-symondsbury.webp,https://symondsburyestate.co.uk/wp-content/uploads/2025/03/hero-weddings.jpg,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
sherborne,Sherborne,1,1,The Grange at Oborne,https://thegrange.co.uk/weddings/,A country-house hotel close to Sherborne.,assets/img/locations/venues/yeovil-the-grange-at-oborne.webp,not found,"Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
sherborne,Sherborne,1,2,Stockbridge Farm Barn,https://www.stockbridgefarmbarn.co.uk/weddings-events,A barn wedding venue near Sherborne.,assets/img/locations/venues/sherborne-stockbridge-farm-barn.webp,"https://static.wixstatic.com/media/3b46c6_9d7cbac827294476a0a1c8f05cd65e54~mv2.jpg/v1/fill/w_427,h_286,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/onethousandwords14-001%20(18).jpg","Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
sherborne,Sherborne,1,3,Brympton House,https://www.brymptonhouse.co.uk/weddings/,A nearby country-house venue from the homepage list.,assets/img/locations/venues/somerset-brympton-house.webp,"https://static.wixstatic.com/media/b3eb01_55377678526a4f27a7626127b86e1945~mv2.jpg/v1/fill/w_1800,h_921,al_c,q_85,enc_auto/b3eb01_55377678526a4f27a7626127b86e1945~mv2.jpg","Curated local candidate. Check venue suitability, availability and image rights before setting publish=1."
tavistock,Tavistock,1,1,Hurdwick Barn,https://hurdwickbarnevents.com/services/,"A local venue option for weddings, parties and private events in Tavistock: venue.",assets/img/locations/venues/tavistock-hurdwick-barn.webp,https://hurdwickbarnevents.com/wp-content/uploads/2025/11/lc5a9782-2.jpg?w=1440&h=1080,"CSV candidate. Check venue suitability, availability and image rights before setting publish=1."
tavistock,Tavistock,1,2,The Bedford Hotel,https://bedford-hotel.co.uk/weddings,,assets/img/locations/venues/tavistock-bedford-hotel.webp,https://cdn0.hitched.co.uk/vendor/2611/3_2/640/jpg/aileenandrobert-1_4_192611-170895971562066.webp,
tavistock,Tavistock,1,3,The Horn of Plenty,https://www.thehornofplenty.co.uk/wedding-venues-in-devon,,assets/img/locations/venues/tavistock-the-horn-of-plenty.webp,https://www.thehornofplenty.co.uk/storage/uploads/variants/469/p14-top-4.jpg,
ilfracombe,Ilfracombe,1,1,Sandy Cove,https://www.sandycove-hotel.co.uk/weddings,,assets/img/locations/venues/ilfracombe-sandy-cove.webp,https://www.sandycove-hotel.co.uk/sites/default/files/styles/485x574/public/2023-11/sch-wedding_bs-132.webp,
ilfracombe,Ilfracombe,1,2,Tunnels Beaches,https://www.tunnelsbeaches.co.uk/,,assets/img/locations/venues/barnstaple-tunnels-beaches.webp,,
ilfracombe,Ilfracombe,1,3,Watermouth Cove,https://watermouthcoveweddings.co.uk/,,assets/img/locations/venues/ilfracombe-watermouth-cove.webp,https://watermouthcoveweddings.co.uk/wp-content/uploads/2025/10/Watermouth-Cove-Devon-North-Coast-Wedding-Venue.jpg,
torpoint,Torpoint,1,1,Polhawn Fort,https://polhawnfort.com/,,assets/img/locations/venues/polhawn-fort.webp,https://static.showit.co/1200/k98gmyHGDAVZxPIm8RFySA/267855/polhawn_with_sun_on_main_face.jpg,
torpoint,Torpoint,1,2,"The Orangery, Mount Edgecumbe",https://www.theorangerymountedgcumbe.co.uk/,,assets/img/locations/venues/torpoint-edgecumbe.webp,https://www.theorangerymountedgcumbe.co.uk/wp-content/uploads/elementor/thumbs/Ruth-Peter-Wedding-220814-by-Barney-Walters_460_BW1_3853-e1523893014580-r2pozyn02x1rfkl2tlbq8yat8w1r8t8j9dvh6hf9y8.jpg,
torpoint,Torpoint,1,3,Chine Fleet Country Club,https://www.china-fleet.co.uk/weddings-venue-in-cornwall/,,assets/img/locations/venues/torpoint-china-fleet.webp,https://www.china-fleet.co.uk/app/uploads/2025/12/Screenshot-2024-01-11-at-12.53.29-scaled.png.webp,
